Store,Date,Sales,Customers,Promo,SchoolHoliday,CompetitionDistance,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4,DayOfWeek_5,DayOfWeek_6
3,24-01-2013,5375,711,0,0,14130,0,0,0,1,0,0,0
3,25-01-2013,4920,647,0,0,14130,0,0,0,0,1,0,0
3,26-01-2013,5682,648,0,0,14130,0,0,0,0,0,1,0
3,27-01-2013,6725,806,0,0,14130,0,0,0,0,0,0,1
3,28-01-2013,5155,603,0,0,14130,1,0,0,0,0,0,0
3,29-01-2013,10913,1070,1,0,14130,0,1,0,0,0,0,0
3,30-01-2013,9372,925,1,0,14130,0,0,1,0,0,0,0
3,31-01-2013,9084,950,1,0,14130,0,0,0,1,0,0,0
3,01-02-2013,7786,861,1,0,14130,0,0,0,0,1,0,0
3,02-02-2013,7945,842,1,0,14130,0,0,0,0,0,1,0
3,03-02-2013,4324,494,0,0,14130,0,0,0,0,0,0,1
3,04-02-2013,5541,736,0,0,14130,1,0,0,0,0,0,0
3,05-02-2013,5725,758,0,0,14130,0,1,0,0,0,0,0
3,06-02-2013,5111,680,0,0,14130,0,0,1,0,0,0,0
3,07-02-2013,5912,741,0,0,14130,0,0,0,1,0,0,0
3,08-02-2013,5159,673,0,0,14130,0,0,0,0,1,0,0
3,09-02-2013,4000,488,0,0,14130,0,0,0,0,0,1,0
3,10-02-2013,10793,1008,1,0,14130,0,0,0,0,0,0,1
3,11-02-2013,7997,755,1,0,14130,1,0,0,0,0,0,0
3,12-02-2013,7862,812,1,0,14130,0,1,0,0,0,0,0
3,13-02-2013,7517,772,1,0,14130,0,0,1,0,0,0,0
3,14-02-2013,7993,840,1,0,14130,0,0,0,1,0,0,0
3,15-02-2013,3688,446,0,0,14130,0,0,0,0,1,0,0
3,16-02-2013,5072,675,0,0,14130,0,0,0,0,0,1,0
3,17-02-2013,5154,669,0,0,14130,0,0,0,0,0,0,1
3,18-02-2013,5172,670,0,0,14130,1,0,0,0,0,0,0
3,19-02-2013,6167,767,0,0,14130,0,1,0,0,0,0,0
3,20-02-2013,6575,800,0,0,14130,0,0,1,0,0,0,0
3,21-02-2013,5037,638,0,0,14130,0,0,0,1,0,0,0
3,22-02-2013,11004,1080,1,0,14130,0,0,0,0,1,0,0
3,23-02-2013,9878,987,1,0,14130,0,0,0,0,0,1,0
3,24-02-2013,8729,871,1,0,14130,0,0,0,0,0,0,1
3,25-02-2013,8479,901,1,0,14130,1,0,0,0,0,0,0
3,26-02-2013,8174,864,1,0,14130,0,1,0,0,0,0,0
3,27-02-2013,3778,436,0,0,14130,0,0,1,0,0,0,0
3,28-02-2013,4968,633,0,0,14130,0,0,0,1,0,0,0
3,01-03-2013,5452,704,0,0,14130,0,0,0,0,1,0,0
3,02-03-2013,5391,703,0,0,14130,0,0,0,0,0,1,0
3,03-03-2013,4993,642,0,0,14130,0,0,0,0,0,0,1
3,04-03-2013,6933,829,0,0,14130,1,0,0,0,0,0,0
3,05-03-2013,4249,493,0,0,14130,0,1,0,0,0,0,0
3,06-03-2013,11199,1062,1,0,14130,0,0,1,0,0,0,0
3,07-03-2013,9725,965,1,0,14130,0,0,0,1,0,0,0
3,08-03-2013,8459,868,1,0,14130,0,0,0,0,1,0,0
3,09-03-2013,8245,855,1,0,14130,0,0,0,0,0,1,0
3,10-03-2013,8355,886,1,0,14130,0,0,0,0,0,0,1
3,11-03-2013,4200,457,0,0,14130,1,0,0,0,0,0,0
3,12-03-2013,10181,1031,1,1,14130,0,1,0,0,0,0,0
3,13-03-2013,9991,999,1,1,14130,0,0,1,0,0,0,0
3,14-03-2013,9033,946,1,1,14130,0,0,0,1,0,0,0
3,15-03-2013,9884,1032,1,1,14130,0,0,0,0,1,0,0
3,16-03-2013,6267,672,0,0,14130,0,0,0,0,0,1,0
3,17-03-2013,5856,802,0,1,14130,0,0,0,0,0,0,1
3,18-03-2013,5704,715,0,1,14130,1,0,0,0,0,0,0
3,19-03-2013,6663,781,0,1,14130,0,1,0,0,0,0,0
3,20-03-2013,6197,740,0,1,14130,0,0,1,0,0,0,0
3,21-03-2013,4656,556,0,0,14130,0,0,0,1,0,0,0
3,22-03-2013,9781,940,1,0,14130,0,0,0,0,1,0,0
3,23-03-2013,9416,925,1,0,14130,0,0,0,0,0,1,0
3,24-03-2013,8414,839,1,0,14130,0,0,0,0,0,0,1
3,25-03-2013,7959,760,1,0,14130,1,0,0,0,0,0,0
3,26-03-2013,8866,936,1,0,14130,0,1,0,0,0,0,0
3,27-03-2013,3765,438,0,0,14130,0,0,1,0,0,0,0
3,28-03-2013,5295,723,0,0,14130,0,0,0,1,0,0,0
3,29-03-2013,5092,688,0,0,14130,0,0,0,0,1,0,0
3,30-03-2013,5320,699,0,0,14130,0,0,0,0,0,1,0
3,31-03-2013,5399,689,0,0,14130,0,0,0,0,0,0,1
3,01-04-2013,5608,705,0,0,14130,1,0,0,0,0,0,0
3,02-04-2013,4007,472,0,0,14130,0,1,0,0,0,0,0
3,03-04-2013,8979,930,1,0,14130,0,0,1,0,0,0,0
3,04-04-2013,8294,835,1,0,14130,0,0,0,1,0,0,0
3,05-04-2013,8041,838,1,0,14130,0,0,0,0,1,0,0
3,06-04-2013,7232,789,1,0,14130,0,0,0,0,0,1,0
3,07-04-2013,7194,744,1,0,14130,0,0,0,0,0,0,1
3,08-04-2013,3773,451,0,0,14130,1,0,0,0,0,0,0
3,09-04-2013,9036,871,1,0,14130,0,1,0,0,0,0,0
3,10-04-2013,11641,1129,1,0,14130,0,0,1,0,0,0,0
3,11-04-2013,9884,1011,1,0,14130,0,0,0,1,0,0,0
3,12-04-2013,9198,964,1,0,14130,0,0,0,0,1,0,0
3,13-04-2013,4732,590,0,0,14130,0,0,0,0,0,1,0
3,14-04-2013,6092,758,0,0,14130,0,0,0,0,0,0,1
3,15-04-2013,6048,717,0,0,14130,1,0,0,0,0,0,0
3,16-04-2013,6866,838,0,0,14130,0,1,0,0,0,0,0
3,17-04-2013,7821,909,0,0,14130,0,0,1,0,0,0,0
3,18-04-2013,6103,847,0,0,14130,0,0,0,1,0,0,0
3,19-04-2013,8836,860,1,0,14130,0,0,0,0,1,0,0
3,20-04-2013,8802,937,1,0,14130,0,0,0,0,0,1,0
3,21-04-2013,8094,878,1,0,14130,0,0,0,0,0,0,1
3,22-04-2013,8081,886,1,0,14130,1,0,0,0,0,0,0
3,23-04-2013,7980,827,1,0,14130,0,1,0,0,0,0,0
3,24-04-2013,3946,443,0,0,14130,0,0,1,0,0,0,0
3,25-04-2013,6829,829,0,1,14130,0,0,0,1,0,0,0
3,26-04-2013,5617,702,0,0,14130,0,0,0,0,1,0,0
3,27-04-2013,4929,648,0,0,14130,0,0,0,0,0,1,0
3,28-04-2013,6220,780,0,0,14130,0,0,0,0,0,0,1
3,29-04-2013,4144,468,0,0,14130,1,0,0,0,0,0,0
3,30-04-2013,9551,948,1,0,14130,0,1,0,0,0,0,0
3,01-05-2013,9168,911,1,0,14130,0,0,1,0,0,0,0
3,02-05-2013,9222,945,1,0,14130,0,0,0,1,0,0,0
3,03-05-2013,12211,1167,1,0,14130,0,0,0,0,1,0,0
3,04-05-2013,4947,587,0,0,14130,0,0,0,0,0,1,0
3,05-05-2013,10025,1014,1,0,14130,0,0,0,0,0,0,1
3,06-05-2013,8935,904,1,0,14130,1,0,0,0,0,0,0
3,07-05-2013,7714,816,1,0,14130,0,1,0,0,0,0,0
3,08-05-2013,8051,840,1,0,14130,0,0,1,0,0,0,0
3,09-05-2013,8351,895,1,0,14130,0,0,0,1,0,0,0
3,10-05-2013,4002,480,0,0,14130,0,0,0,0,1,0,0
3,11-05-2013,5881,742,0,0,14130,0,0,0,0,0,1,0
3,12-05-2013,5592,727,0,0,14130,0,0,0,0,0,0,1
3,13-05-2013,5520,657,0,0,14130,1,0,0,0,0,0,0
3,14-05-2013,5499,647,0,0,14130,0,1,0,0,0,0,0
3,15-05-2013,6440,742,0,0,14130,0,0,1,0,0,0,0
3,16-05-2013,4330,491,0,0,14130,0,0,0,1,0,0,0
3,17-05-2013,10328,986,1,0,14130,0,0,0,0,1,0,0
3,18-05-2013,9065,892,1,0,14130,0,0,0,0,0,1,0
3,19-05-2013,7745,761,1,0,14130,0,0,0,0,0,0,1
3,20-05-2013,6633,710,1,0,14130,1,0,0,0,0,0,0
3,21-05-2013,8739,863,1,0,14130,0,1,0,0,0,0,0
3,22-05-2013,4199,485,0,0,14130,0,0,1,0,0,0,0
3,23-05-2013,6538,716,0,0,14130,0,0,0,1,0,0,0
3,24-05-2013,5414,701,0,0,14130,0,0,0,0,1,0,0
3,25-05-2013,5461,676,0,0,14130,0,0,0,0,0,1,0
3,26-05-2013,6546,787,0,0,14130,0,0,0,0,0,0,1
3,27-05-2013,8280,887,0,0,14130,1,0,0,0,0,0,0
3,28-05-2013,6227,742,0,0,14130,0,1,0,0,0,0,0
3,29-05-2013,9469,949,1,0,14130,0,0,1,0,0,0,0
3,30-05-2013,9158,892,1,0,14130,0,0,0,1,0,0,0
3,31-05-2013,9924,908,1,0,14130,0,0,0,0,1,0,0
3,01-06-2013,8932,930,1,0,14130,0,0,0,0,0,1,0
3,02-06-2013,9257,930,1,0,14130,0,0,0,0,0,0,1
3,03-06-2013,4882,582,0,0,14130,1,0,0,0,0,0,0
3,04-06-2013,6103,737,0,0,14130,0,1,0,0,0,0,0
3,05-06-2013,6097,768,0,0,14130,0,0,1,0,0,0,0
3,06-06-2013,6691,798,0,0,14130,0,0,0,1,0,0,0
3,07-06-2013,6035,698,0,0,14130,0,0,0,0,1,0,0
3,08-06-2013,5769,715,0,0,14130,0,0,0,0,0,1,0
3,09-06-2013,4056,489,0,0,14130,0,0,0,0,0,0,1
3,10-06-2013,12179,1094,1,0,14130,1,0,0,0,0,0,0
3,11-06-2013,11756,1070,1,0,14130,0,1,0,0,0,0,0
3,12-06-2013,9886,909,1,0,14130,0,0,1,0,0,0,0
3,13-06-2013,9098,927,1,0,14130,0,0,0,1,0,0,0
3,14-06-2013,9174,926,1,0,14130,0,0,0,0,1,0,0
3,15-06-2013,4392,484,0,0,14130,0,0,0,0,0,1,0
3,16-06-2013,5152,640,0,1,14130,0,0,0,0,0,0,1
3,17-06-2013,5723,656,0,1,14130,1,0,0,0,0,0,0
3,18-06-2013,5430,659,0,1,14130,0,1,0,0,0,0,0
3,19-06-2013,5936,717,0,1,14130,0,0,1,0,0,0,0
3,20-06-2013,5283,656,0,1,14130,0,0,0,1,0,0,0
3,21-06-2013,3845,433,0,0,14130,0,0,0,0,1,0,0
3,22-06-2013,10853,965,1,1,14130,0,0,0,0,0,1,0
3,23-06-2013,10451,958,1,1,14130,0,0,0,0,0,0,1
3,24-06-2013,10895,1036,1,1,14130,1,0,0,0,0,0,0
3,25-06-2013,8738,893,1,1,14130,0,1,0,0,0,0,0
3,26-06-2013,7610,748,1,1,14130,0,0,1,0,0,0,0
3,27-06-2013,4546,532,0,0,14130,0,0,0,1,0,0,0
3,28-06-2013,5991,748,0,1,14130,0,0,0,0,1,0,0
3,29-06-2013,6166,737,0,1,14130,0,0,0,0,0,1,0
3,30-06-2013,5982,716,0,1,14130,0,0,0,0,0,0,1
3,01-07-2013,5916,684,0,1,14130,1,0,0,0,0,0,0
3,02-07-2013,5991,705,0,1,14130,0,1,0,0,0,0,0
3,03-07-2013,3883,427,0,0,14130,0,0,1,0,0,0,0
3,04-07-2013,10962,1006,1,1,14130,0,0,0,1,0,0,0
3,05-07-2013,10004,1007,1,1,14130,0,0,0,0,1,0,0
3,06-07-2013,8452,844,1,1,14130,0,0,0,0,0,1,0
3,07-07-2013,8369,867,1,1,14130,0,0,0,0,0,0,1
3,08-07-2013,7585,850,1,1,14130,1,0,0,0,0,0,0
3,09-07-2013,3242,421,0,0,14130,0,1,0,0,0,0,0
3,10-07-2013,4369,539,0,1,14130,0,0,1,0,0,0,0
3,11-07-2013,5290,671,0,1,14130,0,0,0,1,0,0,0
3,12-07-2013,5070,673,0,1,14130,0,0,0,0,1,0,0
3,13-07-2013,5225,670,0,1,14130,0,0,0,0,0,1,0
3,14-07-2013,4692,633,0,1,14130,0,0,0,0,0,0,1
3,15-07-2013,3525,427,0,0,14130,1,0,0,0,0,0,0
3,16-07-2013,9613,948,1,1,14130,0,1,0,0,0,0,0
3,17-07-2013,8893,914,1,1,14130,0,0,1,0,0,0,0
3,18-07-2013,8266,871,1,1,14130,0,0,0,1,0,0,0
3,19-07-2013,7384,823,1,1,14130,0,0,0,0,1,0,0
3,20-07-2013,8954,909,1,1,14130,0,0,0,0,0,1,0
3,21-07-2013,3584,448,0,0,14130,0,0,0,0,0,0,1
3,22-07-2013,5625,720,0,1,14130,1,0,0,0,0,0,0
3,23-07-2013,5847,739,0,1,14130,0,1,0,0,0,0,0
3,24-07-2013,6116,750,0,0,14130,0,0,1,0,0,0,0
3,25-07-2013,4921,641,0,0,14130,0,0,0,1,0,0,0
3,26-07-2013,4750,635,0,0,14130,0,0,0,0,1,0,0
3,27-07-2013,3661,444,0,0,14130,0,0,0,0,0,1,0
3,28-07-2013,11058,995,1,0,14130,0,0,0,0,0,0,1
3,29-07-2013,8361,774,1,0,14130,1,0,0,0,0,0,0
3,30-07-2013,8568,796,1,0,14130,0,1,0,0,0,0,0
3,31-07-2013,8774,876,1,0,14130,0,0,1,0,0,0,0
3,01-08-2013,8610,893,1,0,14130,0,0,0,1,0,0,0
3,02-08-2013,3537,393,0,0,14130,0,0,0,0,1,0,0
3,03-08-2013,5391,692,0,0,14130,0,0,0,0,0,1,0
3,04-08-2013,5517,725,0,0,14130,0,0,0,0,0,0,1
3,05-08-2013,5378,681,0,0,14130,1,0,0,0,0,0,0
3,06-08-2013,5120,672,0,0,14130,0,1,0,0,0,0,0
3,07-08-2013,5426,669,0,0,14130,0,0,1,0,0,0,0
3,08-08-2013,3554,461,0,0,14130,0,0,0,1,0,0,0
3,09-08-2013,9002,885,1,0,14130,0,0,0,0,1,0,0
3,10-08-2013,8376,893,1,0,14130,0,0,0,0,0,1,0
3,11-08-2013,7475,812,1,0,14130,0,0,0,0,0,0,1
3,12-08-2013,7003,759,1,0,14130,1,0,0,0,0,0,0
3,13-08-2013,8387,845,1,0,14130,0,1,0,0,0,0,0
3,14-08-2013,3845,444,0,0,14130,0,0,1,0,0,0,0
3,15-08-2013,8988,945,0,0,14130,0,0,0,1,0,0,0
3,16-08-2013,5903,743,0,0,14130,0,0,0,0,1,0,0
3,17-08-2013,6045,765,0,0,14130,0,0,0,0,0,1,0
3,18-08-2013,8093,888,0,0,14130,0,0,0,0,0,0,1
3,19-08-2013,4802,555,0,0,14130,1,0,0,0,0,0,0
3,20-08-2013,10779,940,1,0,14130,0,1,0,0,0,0,0
3,21-08-2013,9269,885,1,0,14130,0,0,1,0,0,0,0
3,22-08-2013,8250,817,1,0,14130,0,0,0,1,0,0,0
3,23-08-2013,8711,913,1,0,14130,0,0,0,0,1,0,0
3,24-08-2013,7076,700,1,0,14130,0,0,0,0,0,1,0
3,25-08-2013,4076,460,0,0,14130,0,0,0,0,0,0,1
3,26-08-2013,5982,757,0,0,14130,1,0,0,0,0,0,0
3,27-08-2013,5598,705,0,0,14130,0,1,0,0,0,0,0
3,28-08-2013,5563,710,0,0,14130,0,0,1,0,0,0,0
3,29-08-2013,5261,678,0,0,14130,0,0,0,1,0,0,0
3,30-08-2013,5684,724,0,0,14130,0,0,0,0,1,0,0
3,31-08-2013,3568,418,0,0,14130,0,0,0,0,0,1,0
3,01-09-2013,9712,969,1,1,14130,0,0,0,0,0,0,1
3,02-09-2013,8058,831,1,1,14130,1,0,0,0,0,0,0
3,03-09-2013,7839,834,1,1,14130,0,1,0,0,0,0,0
3,04-09-2013,7163,784,1,1,14130,0,0,1,0,0,0,0
3,05-09-2013,6614,764,1,1,14130,0,0,0,1,0,0,0
3,06-09-2013,2936,413,0,0,14130,0,0,0,0,1,0,0
3,07-09-2013,4025,491,0,1,14130,0,0,0,0,0,1,0
3,08-09-2013,4838,634,0,1,14130,0,0,0,0,0,0,1
3,09-09-2013,5900,683,0,1,14130,1,0,0,0,0,0,0
3,10-09-2013,6532,802,0,1,14130,0,1,0,0,0,0,0
3,11-09-2013,6359,641,0,0,14130,0,0,1,0,0,0,0
3,12-09-2013,9119,832,1,0,14130,0,0,0,1,0,0,0
3,13-09-2013,10275,984,1,0,14130,0,0,0,0,1,0,0
3,14-09-2013,8378,833,1,0,14130,0,0,0,0,0,1,0
3,15-09-2013,7662,786,1,0,14130,0,0,0,0,0,0,1
3,16-09-2013,7958,857,1,0,14130,1,0,0,0,0,0,0
3,17-09-2013,4305,491,0,0,14130,0,1,0,0,0,0,0
3,18-09-2013,5084,661,0,0,14130,0,0,1,0,0,0,0
3,19-09-2013,5267,678,0,0,14130,0,0,0,1,0,0,0
3,20-09-2013,5530,713,0,0,14130,0,0,0,0,1,0,0
3,21-09-2013,5240,685,0,0,14130,0,0,0,0,0,1,0
3,22-09-2013,5919,742,0,0,14130,0,0,0,0,0,0,1
3,23-09-2013,3893,451,0,0,14130,1,0,0,0,0,0,0
3,24-09-2013,9719,932,1,0,14130,0,1,0,0,0,0,0
3,25-09-2013,8865,902,1,0,14130,0,0,1,0,0,0,0
3,26-09-2013,8573,867,1,0,14130,0,0,0,1,0,0,0
3,27-09-2013,7630,824,1,0,14130,0,0,0,0,1,0,0
3,28-09-2013,7697,807,1,0,14130,0,0,0,0,0,1,0
3,29-09-2013,4109,486,0,0,14130,0,0,0,0,0,0,1
3,30-09-2013,5968,734,0,0,14130,1,0,0,0,0,0,0
3,01-10-2013,5880,733,0,0,14130,0,1,0,0,0,0,0
3,02-10-2013,5942,666,0,0,14130,0,0,1,0,0,0,0
3,03-10-2013,6096,797,0,0,14130,0,0,0,1,0,0,0
3,04-10-2013,7152,795,0,0,14130,0,0,0,0,1,0,0
3,05-10-2013,6960,759,0,0,14130,0,0,0,0,0,1,0
3,06-10-2013,12144,1097,1,0,14130,0,0,0,0,0,0,1
3,07-10-2013,10485,1039,1,0,14130,1,0,0,0,0,0,0
3,08-10-2013,9624,948,1,0,14130,0,1,0,0,0,0,0
3,09-10-2013,7872,727,1,0,14130,0,0,1,0,0,0,0
3,10-10-2013,8300,859,1,0,14130,0,0,0,1,0,0,0
3,11-10-2013,7151,886,0,0,14130,0,0,0,0,1,0,0
3,12-10-2013,5478,716,0,0,14130,0,0,0,0,0,1,0
3,13-10-2013,6595,841,0,0,14130,0,0,0,0,0,0,1
3,14-10-2013,7577,887,0,0,14130,1,0,0,0,0,0,0
3,15-10-2013,6921,850,0,0,14130,0,1,0,0,0,0,0
3,16-10-2013,7146,877,0,0,14130,0,0,1,0,0,0,0
3,17-10-2013,6688,721,0,0,14130,0,0,0,1,0,0,0
3,18-10-2013,14647,1282,1,0,14130,0,0,0,0,1,0,0
3,19-10-2013,14555,1284,1,0,14130,0,0,0,0,0,1,0
3,20-10-2013,12564,1198,1,0,14130,0,0,0,0,0,0,1
3,21-10-2013,10463,1105,1,0,14130,1,0,0,0,0,0,0
3,22-10-2013,12352,1227,1,0,14130,0,1,0,0,0,0,0
3,23-10-2013,8215,997,0,0,14130,0,0,1,0,0,0,0
3,24-10-2013,14461,1579,0,1,14130,0,0,0,1,0,0,0
3,25-10-2013,4460,625,0,1,14130,0,0,0,0,1,0,0
3,26-10-2013,8158,966,0,1,14130,0,0,0,0,0,1,0
3,27-10-2013,3927,420,0,0,14130,0,0,0,0,0,0,1
3,28-10-2013,10503,1165,0,1,14130,1,0,0,0,0,0,0
3,29-10-2013,4081,463,0,1,14130,0,1,0,0,0,0,0
3,30-10-2013,5703,690,0,1,14130,0,0,1,0,0,0,0
3,31-10-2013,6821,766,0,1,14130,0,0,0,1,0,0,0
3,01-11-2013,4727,537,0,0,14130,0,0,0,0,1,0,0
3,02-11-2013,11326,946,1,1,14130,0,0,0,0,0,1,0
3,03-11-2013,11215,990,1,1,14130,0,0,0,0,0,0,1
3,04-11-2013,8242,794,1,0,14130,1,0,0,0,0,0,0
3,05-11-2013,7081,743,1,0,14130,0,1,0,0,0,0,0
3,06-11-2013,9242,902,1,0,14130,0,0,1,0,0,0,0
3,07-11-2013,4397,482,0,0,14130,0,0,0,1,0,0,0
3,08-11-2013,5420,682,0,0,14130,0,0,0,0,1,0,0
3,09-11-2013,4934,648,0,0,14130,0,0,0,0,0,1,0
3,10-11-2013,5163,665,0,0,14130,0,0,0,0,0,0,1
3,11-11-2013,5395,681,0,0,14130,1,0,0,0,0,0,0
3,12-11-2013,5115,660,0,0,14130,0,1,0,0,0,0,0
3,13-11-2013,4232,449,0,0,14130,0,0,1,0,0,0,0
3,14-11-2013,10251,943,1,0,14130,0,0,0,1,0,0,0
3,15-11-2013,9246,850,1,0,14130,0,0,0,0,1,0,0
3,16-11-2013,9642,1006,1,0,14130,0,0,0,0,0,1,0
3,17-11-2013,7857,799,1,0,14130,0,0,0,0,0,0,1
3,18-11-2013,6981,748,1,0,14130,1,0,0,0,0,0,0
3,19-11-2013,3416,440,0,0,14130,0,1,0,0,0,0,0
3,20-11-2013,4602,633,0,0,14130,0,0,1,0,0,0,0
3,21-11-2013,4816,630,0,0,14130,0,0,0,1,0,0,0
3,22-11-2013,4887,628,0,0,14130,0,0,0,0,1,0,0
3,23-11-2013,5219,658,0,0,14130,0,0,0,0,0,1,0
3,24-11-2013,8097,812,0,0,14130,0,0,0,0,0,0,1
3,25-11-2013,4968,499,0,0,14130,1,0,0,0,0,0,0
3,26-11-2013,11861,1030,1,0,14130,0,1,0,0,0,0,0
3,27-11-2013,10084,914,1,0,14130,0,0,1,0,0,0,0
3,28-11-2013,8124,834,1,0,14130,0,0,0,1,0,0,0
3,29-11-2013,7920,828,1,0,14130,0,0,0,0,1,0,0
3,30-11-2013,7198,767,1,0,14130,0,0,0,0,0,1,0
3,01-12-2013,4369,457,0,0,14130,0,0,0,0,0,0,1
3,02-12-2013,5396,737,0,0,14130,1,0,0,0,0,0,0
3,03-12-2013,4877,662,0,0,14130,0,1,0,0,0,0,0
3,04-12-2013,5675,710,0,0,14130,0,0,1,0,0,0,0
3,05-12-2013,5132,684,0,0,14130,0,0,0,1,0,0,0
3,06-12-2013,6213,753,0,0,14130,0,0,0,0,1,0,0
3,07-12-2013,3793,415,0,0,14130,0,0,0,0,0,1,0
3,08-12-2013,10020,989,1,0,14130,0,0,0,0,0,0,1
3,09-12-2013,8382,843,1,0,14130,1,0,0,0,0,0,0
3,10-12-2013,8156,812,1,0,14130,0,1,0,0,0,0,0
3,11-12-2013,6798,766,1,0,14130,0,0,1,0,0,0,0
3,12-12-2013,7511,799,1,0,14130,0,0,0,1,0,0,0
3,13-12-2013,4082,475,0,0,14130,0,0,0,0,1,0,0
3,14-12-2013,5141,672,0,0,14130,0,0,0,0,0,1,0
3,15-12-2013,4858,680,0,0,14130,0,0,0,0,0,0,1
3,16-12-2013,4580,640,0,0,14130,1,0,0,0,0,0,0
3,17-12-2013,5324,684,0,0,14130,0,1,0,0,0,0,0
3,18-12-2013,6792,786,0,0,14130,0,0,1,0,0,0,0
3,19-12-2013,4718,539,0,0,14130,0,0,0,1,0,0,0
3,20-12-2013,11091,1032,1,0,14130,0,0,0,0,1,0,0
3,21-12-2013,9520,901,1,0,14130,0,0,0,0,0,1,0
3,22-12-2013,8867,878,1,0,14130,0,0,0,0,0,0,1
3,23-12-2013,8140,835,1,0,14130,1,0,0,0,0,0,0
3,24-12-2013,8321,861,1,0,14130,0,1,0,0,0,0,0
3,25-12-2013,3407,426,0,0,14130,0,0,1,0,0,0,0
3,26-12-2013,4928,703,0,0,14130,0,0,0,1,0,0,0
3,27-12-2013,5412,684,0,0,14130,0,0,0,0,1,0,0
3,28-12-2013,4951,649,0,0,14130,0,0,0,0,0,1,0
3,29-12-2013,4918,719,0,0,14130,0,0,0,0,0,0,1
3,30-12-2013,6245,705,0,0,14130,1,0,0,0,0,0,0
3,31-12-2013,4255,448,0,0,14130,0,1,0,0,0,0,0
3,01-01-2014,9154,908,1,0,14130,0,0,1,0,0,0,0
3,02-01-2014,9011,867,1,0,14130,0,0,0,1,0,0,0
3,03-01-2014,8417,843,1,0,14130,0,0,0,0,1,0,0
3,04-01-2014,7390,796,1,0,14130,0,0,0,0,0,1,0
3,05-01-2014,6765,711,1,0,14130,0,0,0,0,0,0,1
3,06-01-2014,4389,470,0,0,14130,1,0,0,0,0,0,0
3,07-01-2014,5248,696,0,0,14130,0,1,0,0,0,0,0
3,08-01-2014,5207,692,0,0,14130,0,0,1,0,0,0,0
3,09-01-2014,5158,634,0,0,14130,0,0,0,1,0,0,0
3,10-01-2014,4969,635,0,0,14130,0,0,0,0,1,0,0
3,11-01-2014,6194,737,0,0,14130,0,0,0,0,0,1,0
3,12-01-2014,4200,466,0,0,14130,0,0,0,0,0,0,1
3,13-01-2014,13588,1161,1,0,14130,1,0,0,0,0,0,0
3,14-01-2014,6800,804,1,0,14130,0,1,0,0,0,0,0
3,15-01-2014,7481,791,1,0,14130,0,0,1,0,0,0,0
3,16-01-2014,7477,838,1,0,14130,0,0,0,1,0,0,0
3,17-01-2014,7562,827,1,0,14130,0,0,0,0,1,0,0
3,18-01-2014,3904,434,0,0,14130,0,0,0,0,0,1,0
3,19-01-2014,5121,671,0,0,14130,0,0,0,0,0,0,1
3,20-01-2014,5218,628,0,0,14130,1,0,0,0,0,0,0
3,21-01-2014,5389,655,0,0,14130,0,1,0,0,0,0,0
3,22-01-2014,5683,700,0,0,14130,0,0,1,0,0,0,0
3,23-01-2014,6169,696,0,0,14130,0,0,0,1,0,0,0
3,24-01-2014,3795,430,0,0,14130,0,0,0,0,1,0,0
3,25-01-2014,10103,930,1,1,14130,0,0,0,0,0,1,0
3,26-01-2014,10021,951,1,1,14130,0,0,0,0,0,0,1
3,27-01-2014,9311,954,1,1,14130,1,0,0,0,0,0,0
3,28-01-2014,8309,946,1,1,14130,0,1,0,0,0,0,0
3,29-01-2014,5794,690,0,0,14130,0,0,1,0,0,0,0
3,30-01-2014,6172,782,0,1,14130,0,0,0,1,0,0,0
3,31-01-2014,5561,684,0,1,14130,0,0,0,0,1,0,0
3,01-02-2014,5389,684,0,1,14130,0,0,0,0,0,1,0
3,02-02-2014,5241,673,0,1,14130,0,0,0,0,0,0,1
3,03-02-2014,3906,443,0,0,14130,1,0,0,0,0,0,0
3,04-02-2014,9500,934,1,0,14130,0,1,0,0,0,0,0
3,05-02-2014,8455,874,1,0,14130,0,0,1,0,0,0,0
3,06-02-2014,10482,1015,1,0,14130,0,0,0,1,0,0,0
3,07-02-2014,10994,1066,1,0,14130,0,0,0,0,1,0,0
3,08-02-2014,4950,557,0,0,14130,0,0,0,0,0,1,0
3,09-02-2014,9327,926,1,0,14130,0,0,0,0,0,0,1
3,10-02-2014,8925,891,1,0,14130,1,0,0,0,0,0,0
3,11-02-2014,8435,855,1,0,14130,0,1,0,0,0,0,0
3,12-02-2014,7396,796,1,0,14130,0,0,1,0,0,0,0
3,13-02-2014,7499,802,1,0,14130,0,0,0,1,0,0,0
3,14-02-2014,5868,720,0,0,14130,0,0,0,0,1,0,0
3,15-02-2014,4367,594,0,0,14130,0,0,0,0,0,1,0
3,16-02-2014,6174,720,0,0,14130,0,0,0,0,0,0,1
3,17-02-2014,5142,668,0,0,14130,1,0,0,0,0,0,0
3,18-02-2014,5190,672,0,0,14130,0,1,0,0,0,0,0
3,19-02-2014,5744,711,0,0,14130,0,0,1,0,0,0,0
3,20-02-2014,3485,444,0,0,14130,0,0,0,1,0,0,0
3,21-02-2014,9011,902,1,0,14130,0,0,0,0,1,0,0
3,22-02-2014,7828,869,1,0,14130,0,0,0,0,0,1,0
3,23-02-2014,7139,769,1,0,14130,0,0,0,0,0,0,1
